ID,Prix,Quantite,Remise
5265,257.12,4,25
5266,221.35,14,10
5267,343.94,10,10
5268,234.96,12,0
5269,8.9,7,5
5270,113.42,18,5
5271,182.66,8,25
5272,209.25,17,10
5273,263.88,2,15
5274,331.13,13,10
5275,211.26,12,20
5276,216.42,15,10
5277,343.17,19,5
5278,402.9,3,0
5279,211.72,1,5
5280,294.37,2,5
5281,36.12,13,25
5282,117.82,20,15
5283,196.05,3,25
5284,71.34,2,15
5285,458.33,2,10
5286,19.3,12,5
5287,152.94,5,15
5288,308.57,7,0
5289,354.35,10,20
5290,190.2,15,15
5291,19.94,5,0
5292,150.16,6,0
5293,230.03,9,0
5294,77.71,1,10
5295,412.15,12,10
5296,330.3,2,5
5297,307.97,13,15
5298,193.48,6,20
5299,94.49,7,25
5300,172.18,3,10
5301,229.19,9,20
5302,426.5,17,20
5303,57.29,11,15
5304,265.86,11,20
5305,122.75,16,0
5306,473.95,14,0
5307,410.97,13,0
5308,241.94,13,20
5309,35.34,16,5
5310,454.0,6,5
5311,47.02,12,5
5312,447.53,8,0
5313,321.85,18,20
5314,39.5,2,0
5315,494.7,18,0
5316,171.87,9,15
5317,150.12,17,5
5318,63.72,19,20
5319,226.28,8,5
5320,360.98,19,25
5321,151.46,10,5
5322,157.21,18,0
5323,75.5,14,0
5324,323.11,17,25
5325,190.46,19,10
5326,34.79,10,10
5327,137.71,14,10
5328,411.1,7,10
5329,116.54,6,20
5330,409.09,14,5
5331,95.62,1,15
5332,152.12,18,25
5333,455.33,4,10
5334,147.84,4,15
5335,328.03,19,10
5336,419.5,2,10
5337,351.45,8,25
5338,276.5,19,10
5339,432.92,16,5
5340,109.84,10,25
5341,62.86,20,15
5342,193.02,3,20
5343,330.38,20,15
5344,353.17,17,10
5345,388.55,14,25
5346,87.2,15,20
5347,288.61,7,5
5348,496.3,2,5
5349,396.47,15,0
5350,239.38,9,5
5351,452.87,4,0
5352,185.71,9,20
5353,195.1,10,0
5354,87.09,10,0
5355,313.99,3,5
5356,68.93,5,25
5357,429.81,3,15
5358,469.31,9,20
5359,213.19,12,15
5360,298.23,6,25
5361,392.1,20,25
5362,403.01,15,15
5363,167.26,10,10
5364,59.16,5,20
5365,87.6,9,10
5366,154.33,7,15
5367,111.98,17,15
5368,254.03,8,0
5369,116.32,12,15
5370,119.56,8,10
5371,31.34,20,20
5372,178.7,5,5
5373,102.18,8,20
5374,318.19,8,10
5375,101.21,14,0
5376,33.03,16,10
5377,110.66,10,10
5378,356.32,1,25
5379,199.16,4,20
5380,379.7,10,5
5381,56.38,14,25
5382,447.03,1,25
5383,46.85,2,15
5384,420.32,18,5
5385,484.56,6,15
5386,433.57,15,10
5387,106.29,11,20
5388,116.49,13,10
5389,34.64,5,25
5390,488.43,14,10
5391,279.83,10,25
5392,463.04,18,20
5393,383.31,17,10
5394,87.72,13,20
5395,155.06,20,0
5396,219.43,11,0
5397,232.54,2,15
5398,259.1,11,20
5399,349.14,12,25
5400,346.55,1,20
5401,62.65,9,25
5402,109.71,14,5
5403,496.69,3,5
5404,469.92,17,25
5405,56.81,13,10
5406,228.41,2,25
5407,22.99,9,10
5408,272.48,18,25
5409,368.5,3,5
5410,83.36,3,20
5411,244.08,13,15
5412,356.8,2,10
5413,371.73,16,10
5414,109.54,19,5
5415,366.33,9,5
5416,417.47,11,10
5417,166.13,5,10
5418,492.18,3,25
5419,270.98,15,20
5420,367.27,17,10
5421,463.27,1,10
5422,159.75,19,0
5423,39.41,5,10
5424,111.76,16,20
5425,369.45,20,10
5426,228.95,14,10
5427,481.11,8,5
5428,490.95,4,5
5429,395.12,16,25
5430,75.74,15,5
5431,165.36,18,25
5432,146.78,10,10
5433,73.5,15,5
5434,163.57,7,15
5435,164.74,4,5
5436,115.09,10,15
5437,251.31,12,20
5438,470.09,9,15
5439,483.33,14,5
5440,314.85,14,15
5441,75.25,1,15
5442,233.83,17,0
5443,298.15,18,10
5444,189.9,6,20
5445,213.9,20,10
5446,88.22,9,5
5447,145.79,2,25
5448,48.71,19,25
5449,132.06,10,10
5450,127.21,10,20
5451,227.59,20,5
5452,30.98,19,5
5453,489.53,14,20
5454,144.2,2,0
5455,162.46,3,10
5456,322.28,20,0
5457,330.55,20,5
5458,309.64,18,0
5459,260.33,1,10
5460,127.48,6,15
5461,33.18,16,5
5462,244.85,1,15
5463,283.55,17,25
5464,231.18,11,10
5465,279.71,14,5
5466,195.46,10,25
5467,20.77,17,5
5468,111.0,19,25
5469,480.6,12,5
5470,166.91,13,20
5471,424.44,13,5
5472,457.31,7,25
5473,338.19,10,5
5474,135.04,1,0
5475,262.29,12,15
5476,134.95,15,15
5477,313.38,2,10
5478,369.18,19,0
5479,130.76,20,25
5480,292.06,14,10
5481,55.6,8,0
5482,402.87,9,0
5483,240.42,9,25
5484,27.38,5,0
5485,364.77,5,20
5486,452.4,16,15
5487,442.68,16,20
5488,307.59,2,10
5489,373.07,17,5
5490,332.62,20,15
5491,323.73,17,5
5492,24.17,17,0
5493,457.96,5,5
5494,189.67,9,0
5495,100.88,13,20
5496,68.32,7,10
5497,52.46,15,0
5498,154.16,19,25
5499,202.22,14,0
5500,407.49,1,15
5501,336.43,13,15
5502,331.56,2,5
5503,338.88,18,10
5504,129.18,12,10
5505,425.03,4,0
5506,409.51,19,20
5507,481.56,3,5
5508,369.9,9,20
5509,428.58,12,0
5510,417.98,4,5
5511,488.85,9,10
5512,236.45,5,20
5513,51.46,16,10
5514,149.41,13,5
5515,483.67,5,15
5516,367.68,2,0
5517,264.45,8,10
5518,142.06,2,15
5519,299.65,6,15
5520,367.6,5,5
5521,67.1,9,25
5522,413.58,17,5
5523,216.53,18,25
5524,294.47,14,20
5525,53.03,1,15
5526,186.51,18,0
5527,76.72,18,20
5528,475.46,1,25
5529,137.96,8,5
5530,423.74,8,0
5531,303.84,10,10
5532,178.24,14,5
5533,273.66,10,0
5534,309.05,4,25
5535,202.57,14,25
5536,105.29,19,0
5537,409.04,4,10
5538,465.8,2,0
5539,59.04,7,25
5540,243.19,20,25
5541,463.27,8,25
5542,281.13,16,20
5543,483.5,16,5
5544,309.31,1,10
5545,415.75,10,20
5546,35.32,8,20
5547,115.03,3,15
5548,37.7,14,25
5549,202.63,9,15
5550,418.49,8,25
5551,338.06,8,5
5552,328.89,19,15
5553,308.27,20,0
5554,419.59,1,5
5555,395.91,9,20
5556,338.66,17,25
5557,217.77,17,25
5558,34.46,15,10
5559,413.25,12,10
5560,246.77,2,10
5561,270.36,12,15
5562,85.11,6,25
5563,203.93,17,15
5564,72.78,20,0
5565,252.81,8,25
5566,431.33,19,20
5567,458.25,18,20
5568,373.76,14,5
5569,27.44,19,20
5570,39.43,11,15
5571,59.98,7,10
5572,239.05,12,15
5573,236.24,4,25
5574,244.6,1,5
5575,114.88,7,15
5576,143.8,12,25
5577,194.22,9,0
5578,251.25,9,20
5579,88.08,3,10
5580,474.53,7,10
5581,407.92,16,10
5582,267.81,15,25
5583,300.46,7,20
5584,308.52,12,20
5585,44.4,10,10
5586,289.38,1,0
5587,85.41,15,25
5588,335.17,15,25
5589,298.94,17,20
5590,409.37,10,15
5591,368.19,12,10
5592,379.5,1,25
5593,491.18,9,0
5594,14.76,11,0
5595,356.15,6,5
5596,220.4,12,10
5597,335.12,20,15
5598,307.72,16,5
5599,344.7,19,5
5600,499.79,9,25
5601,22.55,19,0
5602,47.88,17,5
5603,147.0,4,20
5604,84.97,12,0
5605,95.61,14,20
5606,245.06,1,10
5607,199.48,20,5
5608,364.37,7,10
5609,28.1,1,10
5610,147.96,16,20
5611,426.66,7,10
5612,288.67,7,5
5613,378.64,7,15
5614,60.77,10,20
5615,455.89,3,15
5616,335.53,3,15
5617,128.72,15,20
5618,383.92,20,0
5619,275.41,4,5
5620,66.51,20,20
5621,77.38,5,20
5622,131.1,14,20
5623,404.3,4,10
5624,151.45,6,15
5625,331.69,2,25
5626,345.0,17,0
5627,292.86,2,10
5628,423.09,13,15
5629,418.79,7,0
5630,299.51,11,15
5631,132.37,1,15
5632,195.75,9,5
5633,378.09,16,5
5634,495.03,3,10
5635,401.07,10,15
5636,95.19,3,20
5637,379.54,19,20
5638,402.81,19,10
5639,53.46,15,10
5640,45.4,4,0
5641,115.58,9,25
5642,326.33,1,15
5643,197.79,10,15
5644,220.81,9,0
5645,461.88,15,25
5646,270.99,11,20
5647,258.33,5,0
5648,163.55,7,0
5649,200.49,10,5
5650,365.53,13,25
5651,84.55,17,25
5652,379.19,1,25
5653,419.61,1,10
5654,433.03,17,0
5655,323.88,14,20
5656,119.99,13,15
5657,152.55,11,15
5658,29.37,16,0
5659,479.67,11,5
5660,488.18,20,5
5661,120.69,8,25
5662,188.1,2,20
5663,382.95,11,25
5664,324.97,8,20
5665,57.11,6,10
5666,128.23,12,15
5667,445.89,8,20
5668,346.29,2,15
5669,122.53,5,15
5670,48.86,14,20
5671,349.75,13,20
5672,376.01,4,15
5673,450.61,11,0
5674,160.01,7,15
5675,246.48,6,5
5676,110.66,8,15
5677,93.34,18,20
5678,85.85,20,25
5679,52.32,20,15
5680,278.75,20,5
5681,455.18,4,0
5682,50.8,14,20
5683,366.52,6,10
5684,186.17,1,15
5685,446.12,15,20
5686,185.56,13,15
5687,260.62,15,25
5688,213.8,20,15
5689,287.5,16,10
5690,439.05,19,0
5691,399.9,17,20
5692,153.38,9,20
5693,112.28,12,5
5694,456.9,9,5
5695,162.26,5,10
5696,402.2,7,15
5697,288.18,2,0
5698,74.74,10,10
5699,241.45,13,5
5700,309.98,9,0
5701,124.9,17,25
5702,156.66,18,15
5703,181.68,5,5
5704,456.5,10,15
5705,311.13,14,15
5706,63.85,19,20
5707,192.97,16,10
5708,17.63,13,10
5709,147.54,16,0
5710,317.45,5,5
5711,5.05,16,15
5712,284.68,16,10
5713,468.54,9,5
5714,130.7,14,0
5715,226.04,11,0
5716,261.03,16,10
5717,331.73,3,15
5718,415.35,4,25
5719,84.94,18,25
5720,388.32,9,10
5721,194.14,19,0
5722,457.31,6,5
5723,275.99,17,10
5724,462.4,16,0
5725,102.04,6,5
5726,382.29,17,5
5727,412.65,4,20
5728,155.67,16,20
5729,142.97,6,0
5730,329.95,14,5
5731,236.55,20,10
5732,235.91,10,25
5733,68.16,13,5
5734,301.38,15,15
5735,151.17,15,10
5736,362.66,18,15
5737,464.32,11,10
5738,493.91,10,5
5739,82.93,5,20
5740,258.24,10,5
5741,368.61,7,15
5742,187.09,9,25
5743,407.28,13,20
5744,133.62,18,10
5745,419.02,12,0
5746,114.12,19,15
5747,92.46,15,0
5748,68.83,12,25
5749,100.61,3,15
5750,179.3,16,20
5751,26.13,6,5
5752,428.53,19,20
5753,297.31,16,25
5754,185.39,10,20
5755,22.67,8,10
5756,254.83,8,25
5757,315.83,20,10
5758,372.0,15,20
5759,203.37,20,5
5760,293.89,20,25
5761,496.23,6,20
5762,315.18,16,5
5763,329.96,6,10
5764,443.47,11,0
5765,346.1,10,0
5766,476.72,17,0
5767,82.31,2,25
5768,146.12,12,20
5769,326.54,9,20
5770,431.03,1,15
5771,184.1,10,15
5772,219.37,13,25
5773,496.66,20,25
5774,46.17,14,5
5775,46.77,15,10
5776,383.46,8,10
5777,159.62,14,0
5778,335.65,18,20
5779,115.48,20,20
5780,149.33,11,15
5781,440.39,10,20
5782,413.4,2,15
5783,438.68,8,25
5784,487.11,11,20
5785,431.45,6,25
5786,83.73,11,10
5787,32.02,15,10
5788,404.49,1,5
5789,265.55,8,20
5790,150.88,1,10
5791,41.67,9,15
5792,73.63,17,25
5793,413.09,7,5
5794,81.42,17,5
5795,475.72,12,25
5796,276.26,1,10
5797,126.4,15,0
5798,121.21,16,25
5799,476.77,2,20
5800,291.42,1,20
5801,65.95,19,15
5802,75.1,16,20
5803,115.85,11,20
5804,363.14,2,25
5805,248.1,12,15
5806,428.93,16,25
5807,311.48,8,15
5808,236.9,4,25
5809,361.26,15,10
5810,197.03,13,5
5811,483.43,12,10
5812,102.99,14,10
5813,368.82,6,5
5814,140.69,16,25
5815,174.21,4,0
5816,60.16,6,0
5817,422.37,7,15
5818,430.94,12,0
5819,349.71,2,20
5820,303.18,3,0
5821,378.04,12,15
5822,239.89,16,5
5823,11.56,13,20
5824,54.74,1,15
5825,201.62,14,15
5826,222.91,17,25
5827,42.06,20,25
5828,253.77,9,20
5829,328.9,19,25
5830,273.78,1,15
5831,300.01,9,10
5832,275.01,10,10
5833,274.34,13,25
5834,240.07,13,10
5835,307.35,19,0
5836,211.71,11,0
5837,389.88,17,10
5838,417.51,10,15
5839,206.11,14,15
5840,123.1,14,10
5841,158.95,6,5
5842,53.35,20,20
5843,26.75,7,5
5844,283.56,1,10
5845,446.28,15,10
5846,330.14,11,25
5847,292.78,6,15
5848,175.61,15,0
5849,107.98,1,15
5850,87.28,7,0
5851,87.08,1,0
5852,51.02,8,15
5853,403.7,18,15
5854,298.03,5,25
5855,24.61,11,0
5856,315.48,15,25
5857,368.54,5,0
5858,167.29,2,15
5859,115.25,19,5
5860,47.71,1,10
5861,392.99,8,5
5862,65.19,4,15
5863,272.17,10,0
5864,321.57,10,5
5865,275.94,16,5
5866,495.25,15,10
5867,105.29,20,20
5868,107.98,20,5
5869,61.51,10,15
5870,323.82,14,15
5871,131.02,2,10
5872,399.96,4,15
5873,119.97,6,5
5874,169.24,10,15
5875,383.25,19,20
5876,319.73,18,25
5877,395.52,8,15
5878,154.28,4,10
5879,399.26,2,15
5880,496.08,5,20
5881,348.84,17,0
5882,479.34,13,20
5883,26.08,16,15
5884,448.89,10,0
5885,129.87,4,5
5886,44.76,5,25
5887,387.72,19,5
5888,478.21,2,25
5889,234.77,2,5
5890,478.62,1,20
5891,160.38,9,0
5892,316.98,1,5
5893,32.67,11,0
5894,495.13,19,0
5895,45.69,7,10
5896,338.2,3,20
5897,173.14,9,25
5898,285.52,6,20
5899,395.98,17,0
5900,160.75,11,15
5901,14.97,12,5
5902,270.03,12,0
5903,195.04,4,15
5904,158.89,6,5
5905,348.5,12,25
5906,399.83,16,15
5907,119.77,19,20
5908,126.98,20,10
5909,48.26,17,20
5910,408.31,10,20
5911,456.61,6,25
5912,387.99,5,10
5913,52.59,5,10
5914,63.01,5,15
5915,189.11,4,5
5916,184.32,17,25
5917,59.74,7,25
5918,189.94,8,10
5919,52.17,18,20
5920,106.06,1,10
5921,466.98,6,20
5922,231.38,17,10
5923,75.51,2,5
5924,324.71,12,5
5925,31.03,6,5
5926,402.91,15,15
5927,32.73,16,25
5928,20.17,16,15
5929,193.85,18,20
5930,357.25,15,5
5931,82.9,9,25
5932,117.01,6,20
5933,13.72,12,5
5934,329.94,5,25
5935,44.89,2,20
5936,490.7,3,20
5937,75.7,15,20
5938,48.33,7,10
5939,224.05,16,5
5940,30.55,16,10
5941,44.59,7,25
5942,307.3,8,10
5943,135.36,9,0
5944,224.87,13,10
5945,75.91,13,10
5946,71.31,15,5
5947,14.71,9,20
5948,234.34,3,10
5949,141.53,10,20
5950,105.66,14,25
5951,298.68,5,20
5952,95.89,3,0
5953,433.95,11,20
5954,179.64,19,15
5955,328.19,12,20
5956,57.16,14,5
5957,474.74,19,15
5958,336.13,7,5
5959,174.77,20,10
5960,26.29,7,10
5961,33.45,18,20
5962,26.64,12,20
5963,11.9,2,20
5964,25.64,5,5
5965,213.66,6,10
5966,9.2,16,5
5967,337.52,20,20
5968,324.3,10,0
5969,184.16,16,5
5970,317.2,12,25
5971,115.73,1,0
5972,95.52,9,10
5973,120.28,20,15
5974,135.51,8,0
5975,262.74,2,15
5976,312.31,14,5
5977,53.46,3,5
5978,332.75,4,5
5979,48.92,9,5
5980,224.53,8,20
5981,365.19,3,10
5982,115.69,20,25
5983,120.1,12,10
5984,428.52,6,25
5985,370.99,8,0
5986,380.85,6,15
5987,65.77,3,25
5988,287.22,14,0
5989,149.33,7,15
5990,317.55,10,25
5991,345.08,12,10
5992,70.67,20,10
5993,340.93,14,10
5994,288.68,6,25
5995,239.86,13,20
5996,385.4,6,15
5997,376.61,8,15
5998,475.36,12,20
5999,104.69,14,25
6000,229.57,12,0
6001,303.47,3,10
6002,122.15,20,20
6003,362.94,4,15
6004,146.43,1,0
6005,261.8,1,15
6006,291.58,14,20
6007,388.74,8,0
6008,339.36,16,5
6009,303.28,7,25
6010,61.5,18,20
6011,5.02,7,5
6012,207.77,12,10
6013,452.18,10,25
6014,124.17,14,10
6015,473.48,20,0
6016,450.44,17,15
6017,325.38,4,10
6018,261.59,7,0
6019,192.3,2,10
6020,151.12,16,20
6021,273.79,7,0
6022,213.34,7,15
6023,319.21,19,20
6024,9.34,14,20
6025,190.86,15,0
6026,278.1,1,10
6027,353.33,7,5
6028,490.58,20,10
6029,313.39,16,10
6030,311.73,15,10
6031,107.39,18,15
6032,191.22,11,10
6033,474.34,9,15
6034,129.01,12,15
6035,214.35,4,0
6036,69.81,19,25
6037,406.53,10,15
6038,262.06,5,0
6039,464.6,1,15
6040,369.1,15,25
6041,75.51,17,0
6042,430.84,7,0
6043,255.51,14,15
6044,347.33,5,0
6045,421.67,19,20
6046,477.41,13,10
6047,20.3,20,10
6048,290.97,16,10
6049,419.75,7,0
6050,200.54,11,15
6051,131.9,2,5
6052,67.91,3,25
6053,405.59,12,0
6054,286.12,10,10
6055,252.87,18,25
6056,82.88,15,15
6057,405.79,13,15
6058,435.74,5,15
6059,151.0,18,25
6060,13.17,20,0
6061,475.33,3,20
6062,260.39,5,0
6063,320.87,17,0
6064,314.6,20,0
6065,166.45,6,5
6066,454.49,10,15
6067,81.4,8,25
6068,62.37,4,20
6069,6.08,8,10
6070,92.39,15,20
6071,396.77,2,20
6072,441.93,5,0
6073,81.05,4,0
6074,244.76,7,15
6075,443.06,20,15
6076,123.16,7,10
6077,478.54,14,15
6078,113.72,6,20
6079,392.83,16,25
6080,246.09,8,10
6081,141.1,3,20
6082,403.92,18,20
6083,101.96,12,25
6084,66.36,18,10
6085,364.17,5,5
6086,251.15,1,10
6087,22.85,18,0
6088,436.46,16,25
6089,453.98,6,15
6090,187.46,15,15
6091,339.26,3,25
6092,323.59,18,10
6093,364.67,7,20
6094,156.43,10,0
6095,432.87,6,5
6096,105.06,12,20
6097,476.3,7,15
6098,163.2,1,25
6099,400.26,14,25
6100,382.8,16,25
6101,8.86,9,15
6102,257.16,15,25
6103,17.71,7,25
6104,195.23,15,0
6105,195.94,13,25
6106,234.87,11,20
6107,266.2,12,5
6108,493.15,17,0
6109,497.93,1,10
6110,125.5,3,10
6111,48.46,20,25
6112,384.62,8,0
6113,281.49,18,25
6114,383.78,1,15
6115,186.76,12,20
6116,417.17,12,0
6117,470.29,10,5
6118,405.4,13,25
6119,231.13,3,5
6120,201.59,7,15
6121,120.7,3,5
6122,19.96,6,25
6123,114.42,15,0
6124,244.53,9,20
6125,333.02,5,10
6126,98.32,15,0
6127,476.51,2,10
6128,413.51,1,0
6129,175.79,13,20
6130,169.75,11,20
6131,230.44,9,5
6132,92.73,12,10
6133,230.47,14,5
6134,498.59,15,10
6135,285.04,1,20
6136,52.14,18,5
6137,205.33,10,15
6138,120.08,11,20
6139,157.01,12,25
6140,84.68,15,25
6141,65.96,8,25
6142,237.42,7,15
6143,287.65,6,15
6144,328.95,15,0
6145,475.14,17,25
6146,196.29,3,25
6147,461.32,8,0
6148,135.44,12,25
6149,440.91,5,5
6150,198.29,11,20
6151,377.34,7,20
6152,450.15,4,20
6153,210.13,12,5
6154,211.01,1,20
6155,189.19,19,25
6156,448.18,13,15
6157,427.16,14,25
6158,425.31,12,5
6159,91.67,6,25
6160,312.06,4,15
6161,60.65,2,10
6162,149.93,4,20
6163,331.38,17,5
6164,70.25,3,25
6165,432.23,9,10
6166,231.35,20,5
6167,498.92,8,10
6168,473.24,6,20
6169,483.98,11,25
6170,404.21,17,0
6171,386.0,10,5
6172,124.14,14,25
6173,101.85,6,15
6174,488.56,16,20
6175,79.27,5,5
6176,397.39,9,0
6177,26.53,20,10
6178,150.77,7,5
6179,488.73,18,20
6180,179.74,9,15
6181,379.62,16,10
6182,48.45,9,0
6183,335.49,16,5
6184,87.7,19,10
6185,133.51,17,25
6186,144.93,13,20
6187,416.42,6,15
6188,166.2,10,15
6189,86.27,17,15
6190,107.16,20,0
6191,56.14,12,5
6192,250.63,18,20
6193,353.41,15,20
6194,313.04,9,10
6195,7.42,9,10
6196,138.26,10,15
6197,53.95,13,0
6198,272.31,11,0
6199,24.01,3,5
6200,9.45,7,25
6201,450.2,6,15
6202,465.69,1,25
6203,382.34,18,10
6204,260.34,9,5
6205,18.66,20,10
6206,170.51,18,10
6207,379.63,7,15
6208,45.06,3,0
6209,33.41,19,20
6210,478.48,16,5
6211,89.92,12,20
6212,433.4,10,10
6213,448.03,19,0
6214,306.84,13,0
6215,362.04,9,10
6216,123.09,6,25
6217,92.7,9,15
6218,231.63,2,15
6219,322.06,4,10
6220,366.56,1,20
6221,152.85,5,0
6222,260.42,16,15
6223,341.08,16,20
6224,146.75,8,10
6225,173.95,12,25
6226,311.18,10,15
6227,266.42,14,25
6228,201.17,11,10
6229,393.81,17,10
6230,484.1,6,20
6231,58.58,19,15
6232,40.36,13,25
6233,397.14,16,25
6234,359.68,14,0
6235,430.57,18,10
6236,310.07,20,10
6237,210.23,2,5
6238,23.39,5,20
6239,12.16,12,25
6240,126.5,6,15
6241,427.15,6,10
6242,103.14,9,20
6243,498.27,6,5
6244,175.54,7,25
6245,474.05,7,5
6246,26.27,13,25
6247,188.17,17,10
6248,117.74,6,0
6249,488.8,5,20
6250,98.02,11,15
6251,87.93,20,5
6252,262.82,12,0
6253,140.23,15,10
6254,181.42,9,10
6255,334.42,5,20
6256,97.9,20,5
6257,226.1,7,0
6258,473.08,8,0
6259,457.43,15,10
6260,158.0,9,20
6261,487.54,20,5
6262,327.32,6,10
6263,226.07,7,10
6264,203.04,20,0
6265,167.81,14,20
6266,336.78,7,10
6267,87.57,1,20
6268,256.32,4,10
6269,164.24,2,25
6270,289.19,13,0
6271,398.62,8,5
6272,279.02,20,10
6273,152.36,13,10
6274,149.57,10,20
6275,461.19,17,0
6276,191.15,17,0
6277,389.94,19,25
6278,281.21,6,20
6279,311.61,8,5
6280,229.21,9,0
6281,162.46,9,15
6282,490.55,10,5
6283,185.2,16,5
6284,246.05,7,25
6285,300.91,13,5
6286,270.97,16,5
6287,465.0,2,15
6288,154.5,17,20
6289,128.58,5,20
6290,230.66,8,0
6291,145.03,5,10
6292,313.33,11,20
6293,385.93,15,0
6294,384.31,20,15
6295,212.49,14,0
6296,367.86,11,15
6297,202.2,1,20
6298,135.99,7,20
6299,161.87,4,25
6300,118.83,13,20
6301,100.74,18,5
6302,283.06,7,25
6303,453.02,10,0
6304,396.71,9,5
6305,339.45,7,10
6306,185.89,14,5
6307,282.7,4,0
6308,25.73,8,0
6309,125.33,18,0
6310,326.53,8,0
6311,290.84,12,15
6312,231.14,2,0
6313,286.39,18,20
6314,56.94,4,10
6315,285.75,10,15
6316,193.31,7,15
6317,53.91,6,15
6318,75.76,17,10
6319,129.31,15,15
6320,418.58,8,25
6321,54.51,9,5
6322,238.9,9,20
6323,144.59,15,20
6324,6.55,2,15
6325,369.63,9,10
6326,310.11,19,0
6327,207.4,15,10
6328,126.11,9,10
6329,157.81,2,20
6330,199.8,16,5
6331,209.87,17,5
6332,208.05,1,10
6333,408.58,13,25
6334,153.92,15,5
6335,364.66,13,25
6336,22.18,11,5
6337,267.53,17,25
6338,407.81,13,10
6339,118.95,11,25
6340,443.23,19,25
6341,438.7,16,5
6342,236.86,20,20
6343,160.48,1,10
6344,150.91,20,5
6345,452.47,7,10
6346,238.67,9,10
6347,167.13,5,10
6348,223.06,15,10
6349,145.94,12,0
6350,226.71,20,15
6351,440.04,14,0
6352,210.91,8,0
6353,480.61,7,5
6354,357.18,18,15
6355,343.87,6,20
6356,13.9,10,15
6357,71.18,6,5
6358,327.94,15,0
6359,63.8,7,15
6360,490.33,16,15
6361,191.15,7,15
6362,494.19,20,25
6363,270.93,12,5
6364,495.17,4,15
6365,160.75,3,5
6366,63.52,15,15
6367,406.77,17,10
6368,407.64,10,20
6369,142.58,3,15
6370,339.23,8,5
6371,174.27,20,5
6372,116.97,6,5
6373,374.49,8,15
6374,359.36,19,0
6375,380.57,6,20
6376,387.56,3,25
6377,77.98,15,25
6378,389.22,6,25
6379,413.59,9,25
6380,423.08,14,10
6381,147.63,3,25
6382,195.96,14,0
6383,145.52,17,10
6384,395.67,14,0
6385,250.74,9,5
6386,243.52,8,20
6387,395.12,16,20
6388,67.94,9,15
6389,55.22,5,10
6390,38.56,15,20
6391,91.8,20,10
6392,483.74,14,10
6393,138.49,6,5
6394,116.58,19,10
6395,402.77,2,15
6396,18.04,8,0
6397,277.94,2,10
6398,62.81,3,15
6399,312.55,7,5
6400,436.82,9,25
6401,187.72,12,0
6402,56.33,12,5
6403,242.27,18,20
6404,209.79,2,10
6405,66.55,5,5
6406,484.75,10,20
6407,199.58,6,0
6408,58.53,11,15
6409,265.62,7,15
6410,216.41,13,15
6411,140.95,19,15
6412,491.12,6,20
6413,288.46,8,25
6414,462.1,11,20
6415,253.37,20,15
6416,476.81,18,5
6417,230.42,5,20
6418,35.56,16,0
6419,428.82,5,10
6420,366.83,3,20
6421,165.14,8,20
6422,350.33,5,20
6423,101.16,17,15
6424,28.45,9,20
6425,186.82,11,15
6426,446.21,20,5
6427,83.25,20,25
6428,495.43,11,25
6429,484.66,14,0
6430,112.63,19,5
6431,154.53,8,15
6432,384.88,17,15
6433,203.9,14,10
6434,342.21,2,10
6435,299.17,20,5
6436,152.97,12,20
6437,65.1,8,15
6438,115.72,8,25
6439,409.41,10,5
6440,174.55,14,25
6441,88.57,19,15
6442,475.23,8,20
6443,199.94,19,15
6444,426.15,5,15
6445,354.61,15,25
6446,217.04,13,10
6447,244.34,5,5
6448,65.21,20,10
6449,23.94,12,5
6450,384.35,12,5
6451,327.44,2,15
6452,473.01,17,20
6453,134.06,19,25
6454,106.78,4,10
6455,155.1,10,15
6456,370.01,6,5
6457,173.09,7,10
6458,344.69,1,20
6459,291.52,20,25
6460,186.05,10,25
6461,322.04,16,0
6462,109.92,14,25
6463,458.84,7,25
6464,487.55,19,10
6465,167.6,8,0
6466,498.04,3,25
6467,387.99,18,0
6468,481.41,18,25
6469,24.78,17,15
6470,166.3,9,25
6471,482.89,6,15
6472,365.61,1,20
6473,5.99,16,25
6474,425.59,16,5
6475,366.24,1,25
6476,95.16,17,20
6477,332.96,2,10
6478,116.24,14,25
6479,429.43,3,10
6480,375.6,10,10
6481,277.18,1,25
6482,296.76,13,10
6483,499.3,17,0
6484,312.28,15,0
6485,259.76,13,15
6486,450.96,20,20
6487,140.39,17,10
6488,378.06,18,25
6489,312.22,16,5
6490,135.61,10,25
6491,37.74,4,10
6492,383.44,6,5
6493,227.86,13,15
6494,89.02,11,10
6495,212.62,9,0
6496,151.63,16,20
6497,490.14,20,10
6498,315.64,1,5
6499,485.44,18,15
6500,5.66,11,5
6501,155.5,8,25
6502,47.53,4,10
6503,152.66,2,25
6504,299.55,14,5
6505,101.57,4,5
6506,309.68,8,10
6507,36.23,13,15
6508,72.59,3,5
6509,46.1,1,10
6510,443.47,20,20
6511,128.45,18,5
6512,143.95,17,20
6513,352.29,17,0
6514,125.42,12,25
6515,278.11,13,0
6516,173.65,7,0
6517,369.65,5,10
6518,214.39,4,0
6519,404.99,15,20
6520,88.56,1,25
6521,324.45,13,25
6522,282.51,5,15
6523,440.67,5,5
6524,153.21,17,15
6525,354.89,7,10
6526,443.31,7,10
6527,220.45,18,5
6528,495.21,3,5
6529,252.37,11,0
6530,300.31,2,0
6531,469.14,16,25
6532,278.96,17,25
6533,12.88,4,25
6534,440.41,11,0
6535,183.02,3,20
